Class               | Category      | Extension     | IsaSet        | BaseCode    | Mod       | Reg       | Pattern                                                                                             | Operands
 | SBB_LOCK             | BINARY         | BASE           | I86            | 19           | mm         | rrr        | 0x19 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | SUB                  | BINARY         | BASE           | I86            | 80           | mm         | 0b101      | 0x80 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:b IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 80           | 0b11       | 0b101      | 0x80 MOD[0b11] MOD=3 REG[0b101] RM[nnn] SIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 81           | mm         | 0b101      | 0x81 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMMz() nolock_prefix                                 | MEM0:rw:v IMM0:r:z
 | SUB                  | BINARY         | BASE           | I86            | 81           | 0b11       | 0b101      | 0x81 MOD[0b11] MOD=3 REG[0b101] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():rw IMM0:r:z
 | SUB                  | BINARY         | BASE           | I86            | 82           | mm         | 0b101      | 0x82 MOD[mm] MOD!=3 REG[0b101] RM[nnn] not64 MODRM() SIMM8() nolock_prefix                           | MEM0:rw:b IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 82           | 0b11       | 0b101      | 0x82 MOD[0b11] MOD=3 REG[0b101] RM[nnn] not64 SIMM8()                                                | REG0=GPR8_B():rw IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 83           | mm         | 0b101      | 0x83 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:v IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 83           | 0b11       | 0b101      | 0x83 MOD[0b11] MOD=3 REG[0b101] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 28           | mm         | rrr        | 0x28 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:b REG0=GPR8_R():r
 | SUB                  | BINARY         | BASE           | I86            | 28           | 0b11       | rrr        | 0x28 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():rw REG1=GPR8_R():r
 | SUB                  | BINARY         | BASE           | I86            | 29           | mm         | rrr        | 0x29 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:v REG0=GPRv_R():r
 | SUB                  | BINARY         | BASE           | I86            | 29           | 0b11       | rrr        | 0x29 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():rw REG1=GPRv_R():r
 | SUB                  | BINARY         | BASE           | I86            | 2a           | 0b11       | rrr        | 0x2A MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():rw REG1=GPR8_B():r
 | SUB                  | BINARY         | BASE           | I86            | 2a           | mm         | rrr        | 0x2A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():rw MEM0:r:b
 | SUB                  | BINARY         | BASE           | I86            | 2b           | 0b11       | rrr        | 0x2B MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():rw REG1=GPRv_B():r
 | SUB                  | BINARY         | BASE           | I86            | 2b           | mm         | rrr        | 0x2B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():rw MEM0:r:v
 | SUB                  | BINARY         | BASE           | I86            | 2c           |            |            | 0x2C SIMM8()                                                                                         | REG0=XED_REG_AL:rw:IMPL IMM0:r:b:i8
 | SUB                  | BINARY         | BASE           | I86            | 2d           |            |            | 0x2D SIMMz()                                                                                         | REG0=OrAX():rw:IMPL IMM0:r:z
 | SUB_LOCK             | BINARY         | BASE           | I86            | 80           | mm         | 0b101      | 0x80 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:b IMM0:r:b:i8
 | SUB_LOCK             | BINARY         | BASE           | I86            | 81           | mm         | 0b101      | 0x81 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | SUB_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b101      | 0x82 MOD[mm] MOD!=3 REG[0b101] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | SUB_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b101      | 0x83 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | SUB_LOCK             | BINARY         | BASE           | I86            | 28           | mm         | rrr        | 0x28 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | SUB_LOCK             | BINARY         | BASE           | I86            | 29           | mm         | rrr        | 0x29 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
