| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 156   | 0       | bts               | bts r16/m,r16                                 | 66 0F AB /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 156   | 1       | bts               | bts r16/m,r16                                 | 66 0F AB /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 157   | 0       | bts               | bts r32/m,r32                                 | 0F AB /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 157   | 1       | bts               | bts r32/m,r32                                 | 0F AB /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 158   | 0       | bts               | bts r64/m,r64                                 | REX.W 0F AB /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 158   | 1       | bts               | bts r64/m,r64                                 | REX.W 0F AB /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 159   | 0       | bzhi              | bzhi r32,r32/m,r32                            | VEX.LZ.0F38.W0 F5 /r          | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 159   | 1       | bzhi              | bzhi r32,r32/m,r32                            | VEX.LZ.0F38.W0 F5 /r          | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 159   | 2       | bzhi              | bzhi r32,r32/m,r32                            | VEX.LZ.0F38.W0 F5 /r          | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 160   | 0       | bzhi              | bzhi r64,r64/m,r64                            | VEX.LZ.0F38.W1 F5 /r          | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 160   | 1       | bzhi              | bzhi r64,r64/m,r64                            | VEX.LZ.0F38.W1 F5 /r          | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 160   | 2       | bzhi              | bzhi r64,r64/m,r64                            | VEX.LZ.0F38.W1 F5 /r          | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 161   | 0       | call              | call rel16                                    | 66 E8 cw                      | rel     | rel16    |       |        | -1      |        | false  | false  | 0   | -1       | -1       |
| 162   | 0       | call              | call rel32                                    | E8 cd                         | rel     | rel32    |       |        | -1      |        | false  | false  | 0   | -1       | -1       |
| 163   | 0       | call              | call r16/m                                    | 66 FF /2                      | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 164   | 0       | call              | call r32/m                                    | FF /2                         | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 165   | 0       | call              | call r64/m                                    | FF /2                         | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 166   | 0       | cbw               | cbw [ax]                                      | 66 98                         | reg     | ax       | ax    |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 167   | 0       | cdq               | cdq [edx],[eax]                               | 99                            | reg     | edx      | edx   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 167   | 1       | cdq               | cdq [edx],[eax]                               | 99                            | reg     | eax      | eax   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 168   | 0       | cdqe              | cdqe [rax]                                    | REX.W 98                      | reg     | rax      | rax   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 172   | 0       | cldemote          | cldemote m                                    | 0F 1C /0                      | mem     | mem      |       | mem    | 0       |        | false  | false  | 0   | 0        | 0        |
| 173   | 0       | clflush           | clflush m                                     | 0F AE /7                      | mem     | mem      |       | mem    | 0       |        | false  | false  | 0   | 0        | 0        |
| 174   | 0       | clflushopt        | clflushopt m                                  | 66 0F AE /7                   | mem     | mem      |       | mem    | 0       |        | false  | false  | 0   | 0        | 0        |
| 177   | 0       | clrssbsy          | clrssbsy m                                    | F3 0F AE /6                   | mem     | m64      |       | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 180   | 0       | clwb              | clwb m                                        | 66 0F AE /6                   | mem     | mem      |       | mem    | 0       |        | false  | false  | 0   | 0        | 0        |
| 181   | 0       | clzero            | clzero [zax]                                  | 0F 01 FC                      | reg     | ds:zax   | zax   |        | -1      | ds     | false  | false  | 0   | -1       | -1       |
| 183   | 0       | cmova             | cmova r16,r16/m                               | 66 0F 47 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 183   | 1       | cmova             | cmova r16,r16/m                               | 66 0F 47 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 184   | 0       | cmova             | cmova r32,r32/m                               | 0F 47 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 184   | 1       | cmova             | cmova r32,r32/m                               | 0F 47 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 185   | 0       | cmova             | cmova r64,r64/m                               | REX.W 0F 47 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 185   | 1       | cmova             | cmova r64,r64/m                               | REX.W 0F 47 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 186   | 0       | cmovae            | cmovae r16,r16/m                              | 66 0F 43 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 186   | 1       | cmovae            | cmovae r16,r16/m                              | 66 0F 43 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 187   | 0       | cmovae            | cmovae r32,r32/m                              | 0F 43 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 187   | 1       | cmovae            | cmovae r32,r32/m                              | 0F 43 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 188   | 0       | cmovae            | cmovae r64,r64/m                              | REX.W 0F 43 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 188   | 1       | cmovae            | cmovae r64,r64/m                              | REX.W 0F 43 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 189   | 0       | cmovb             | cmovb r16,r16/m                               | 66 0F 42 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 189   | 1       | cmovb             | cmovb r16,r16/m                               | 66 0F 42 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 190   | 0       | cmovb             | cmovb r32,r32/m                               | 0F 42 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 190   | 1       | cmovb             | cmovb r32,r32/m                               | 0F 42 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 191   | 0       | cmovb             | cmovb r64,r64/m                               | REX.W 0F 42 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 191   | 1       | cmovb             | cmovb r64,r64/m                               | REX.W 0F 42 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 192   | 0       | cmovbe            | cmovbe r16,r16/m                              | 66 0F 46 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 192   | 1       | cmovbe            | cmovbe r16,r16/m                              | 66 0F 46 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 193   | 0       | cmovbe            | cmovbe r32,r32/m                              | 0F 46 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 193   | 1       | cmovbe            | cmovbe r32,r32/m                              | 0F 46 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 194   | 0       | cmovbe            | cmovbe r64,r64/m                              | REX.W 0F 46 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 194   | 1       | cmovbe            | cmovbe r64,r64/m                              | REX.W 0F 46 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 195   | 0       | cmovc             | cmovc r16,r16/m                               | 66 0F 42 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 195   | 1       | cmovc             | cmovc r16,r16/m                               | 66 0F 42 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 196   | 0       | cmovc             | cmovc r32,r32/m                               | 0F 42 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 196   | 1       | cmovc             | cmovc r32,r32/m                               | 0F 42 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 197   | 0       | cmovc             | cmovc r64,r64/m                               | REX.W 0F 42 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 197   | 1       | cmovc             | cmovc r64,r64/m                               | REX.W 0F 42 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 198   | 0       | cmove             | cmove r16,r16/m                               | 66 0F 44 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 198   | 1       | cmove             | cmove r16,r16/m                               | 66 0F 44 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 199   | 0       | cmove             | cmove r32,r32/m                               | 0F 44 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 199   | 1       | cmove             | cmove r32,r32/m                               | 0F 44 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 200   | 0       | cmove             | cmove r64,r64/m                               | REX.W 0F 44 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 200   | 1       | cmove             | cmove r64,r64/m                               | REX.W 0F 44 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 201   | 0       | cmovg             | cmovg r16,r16/m                               | 66 0F 4F /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 201   | 1       | cmovg             | cmovg r16,r16/m                               | 66 0F 4F /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 202   | 0       | cmovg             | cmovg r32,r32/m                               | 0F 4F /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 202   | 1       | cmovg             | cmovg r32,r32/m                               | 0F 4F /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 203   | 0       | cmovg             | cmovg r64,r64/m                               | REX.W 0F 4F /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 203   | 1       | cmovg             | cmovg r64,r64/m                               | REX.W 0F 4F /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 204   | 0       | cmovge            | cmovge r16,r16/m                              | 66 0F 4D /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 204   | 1       | cmovge            | cmovge r16,r16/m                              | 66 0F 4D /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 205   | 0       | cmovge            | cmovge r32,r32/m                              | 0F 4D /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 205   | 1       | cmovge            | cmovge r32,r32/m                              | 0F 4D /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 206   | 0       | cmovge            | cmovge r64,r64/m                              | REX.W 0F 4D /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 206   | 1       | cmovge            | cmovge r64,r64/m                              | REX.W 0F 4D /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 207   | 0       | cmovl             | cmovl r16,r16/m                               | 66 0F 4C /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 207   | 1       | cmovl             | cmovl r16,r16/m                               | 66 0F 4C /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 208   | 0       | cmovl             | cmovl r32,r32/m                               | 0F 4C /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 208   | 1       | cmovl             | cmovl r32,r32/m                               | 0F 4C /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 209   | 0       | cmovl             | cmovl r64,r64/m                               | REX.W 0F 4C /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 209   | 1       | cmovl             | cmovl r64,r64/m                               | REX.W 0F 4C /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 210   | 0       | cmovle            | cmovle r16,r16/m                              | 66 0F 4E /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 210   | 1       | cmovle            | cmovle r16,r16/m                              | 66 0F 4E /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 211   | 0       | cmovle            | cmovle r32,r32/m                              | 0F 4E /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 211   | 1       | cmovle            | cmovle r32,r32/m                              | 0F 4E /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 212   | 0       | cmovle            | cmovle r64,r64/m                              | REX.W 0F 4E /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 212   | 1       | cmovle            | cmovle r64,r64/m                              | REX.W 0F 4E /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 213   | 0       | cmovna            | cmovna r16,r16/m                              | 66 0F 46 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 213   | 1       | cmovna            | cmovna r16,r16/m                              | 66 0F 46 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 214   | 0       | cmovna            | cmovna r32,r32/m                              | 0F 46 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 214   | 1       | cmovna            | cmovna r32,r32/m                              | 0F 46 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 215   | 0       | cmovna            | cmovna r64,r64/m                              | REX.W 0F 46 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 215   | 1       | cmovna            | cmovna r64,r64/m                              | REX.W 0F 46 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 216   | 0       | cmovnae           | cmovnae r16,r16/m                             | 66 0F 42 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 216   | 1       | cmovnae           | cmovnae r16,r16/m                             | 66 0F 42 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 217   | 0       | cmovnae           | cmovnae r32,r32/m                             | 0F 42 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 217   | 1       | cmovnae           | cmovnae r32,r32/m                             | 0F 42 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 218   | 0       | cmovnae           | cmovnae r64,r64/m                             | REX.W 0F 42 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 218   | 1       | cmovnae           | cmovnae r64,r64/m                             | REX.W 0F 42 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 219   | 0       | cmovnb            | cmovnb r16,r16/m                              | 66 0F 43 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 219   | 1       | cmovnb            | cmovnb r16,r16/m                              | 66 0F 43 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 220   | 0       | cmovnb            | cmovnb r32,r32/m                              | 0F 43 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 220   | 1       | cmovnb            | cmovnb r32,r32/m                              | 0F 43 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 221   | 0       | cmovnb            | cmovnb r64,r64/m                              | REX.W 0F 43 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 221   | 1       | cmovnb            | cmovnb r64,r64/m                              | REX.W 0F 43 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 222   | 0       | cmovnbe           | cmovnbe r16,r16/m                             | 66 0F 47 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 222   | 1       | cmovnbe           | cmovnbe r16,r16/m                             | 66 0F 47 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 223   | 0       | cmovnbe           | cmovnbe r32,r32/m                             | 0F 47 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 223   | 1       | cmovnbe           | cmovnbe r32,r32/m                             | 0F 47 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 224   | 0       | cmovnbe           | cmovnbe r64,r64/m                             | REX.W 0F 47 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 224   | 1       | cmovnbe           | cmovnbe r64,r64/m                             | REX.W 0F 47 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 225   | 0       | cmovnc            | cmovnc r16,r16/m                              | 66 0F 43 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 225   | 1       | cmovnc            | cmovnc r16,r16/m                              | 66 0F 43 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 226   | 0       | cmovnc            | cmovnc r32,r32/m                              | 0F 43 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 226   | 1       | cmovnc            | cmovnc r32,r32/m                              | 0F 43 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 227   | 0       | cmovnc            | cmovnc r64,r64/m                              | REX.W 0F 43 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 227   | 1       | cmovnc            | cmovnc r64,r64/m                              | REX.W 0F 43 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 228   | 0       | cmovne            | cmovne r16,r16/m                              | 66 0F 45 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 228   | 1       | cmovne            | cmovne r16,r16/m                              | 66 0F 45 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 229   | 0       | cmovne            | cmovne r32,r32/m                              | 0F 45 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 229   | 1       | cmovne            | cmovne r32,r32/m                              | 0F 45 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 230   | 0       | cmovne            | cmovne r64,r64/m                              | REX.W 0F 45 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 230   | 1       | cmovne            | cmovne r64,r64/m                              | REX.W 0F 45 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 231   | 0       | cmovng            | cmovng r16,r16/m                              | 66 0F 4E /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 231   | 1       | cmovng            | cmovng r16,r16/m                              | 66 0F 4E /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 232   | 0       | cmovng            | cmovng r32,r32/m                              | 0F 4E /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 232   | 1       | cmovng            | cmovng r32,r32/m                              | 0F 4E /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 233   | 0       | cmovng            | cmovng r64,r64/m                              | REX.W 0F 4E /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 233   | 1       | cmovng            | cmovng r64,r64/m                              | REX.W 0F 4E /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 234   | 0       | cmovnge           | cmovnge r16,r16/m                             | 66 0F 4C /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 234   | 1       | cmovnge           | cmovnge r16,r16/m                             | 66 0F 4C /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 235   | 0       | cmovnge           | cmovnge r32,r32/m                             | 0F 4C /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 235   | 1       | cmovnge           | cmovnge r32,r32/m                             | 0F 4C /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 236   | 0       | cmovnge           | cmovnge r64,r64/m                             | REX.W 0F 4C /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 236   | 1       | cmovnge           | cmovnge r64,r64/m                             | REX.W 0F 4C /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 237   | 0       | cmovnl            | cmovnl r16,r16/m                              | 66 0F 4D /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 237   | 1       | cmovnl            | cmovnl r16,r16/m                              | 66 0F 4D /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 238   | 0       | cmovnl            | cmovnl r32,r32/m                              | 0F 4D /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 238   | 1       | cmovnl            | cmovnl r32,r32/m                              | 0F 4D /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 239   | 0       | cmovnl            | cmovnl r64,r64/m                              | REX.W 0F 4D /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 239   | 1       | cmovnl            | cmovnl r64,r64/m                              | REX.W 0F 4D /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 240   | 0       | cmovnle           | cmovnle r16,r16/m                             | 66 0F 4F /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 240   | 1       | cmovnle           | cmovnle r16,r16/m                             | 66 0F 4F /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 241   | 0       | cmovnle           | cmovnle r32,r32/m                             | 0F 4F /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 241   | 1       | cmovnle           | cmovnle r32,r32/m                             | 0F 4F /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 242   | 0       | cmovnle           | cmovnle r64,r64/m                             | REX.W 0F 4F /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 242   | 1       | cmovnle           | cmovnle r64,r64/m                             | REX.W 0F 4F /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 243   | 0       | cmovno            | cmovno r16,r16/m                              | 66 0F 41 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 243   | 1       | cmovno            | cmovno r16,r16/m                              | 66 0F 41 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 244   | 0       | cmovno            | cmovno r32,r32/m                              | 0F 41 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 244   | 1       | cmovno            | cmovno r32,r32/m                              | 0F 41 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 245   | 0       | cmovno            | cmovno r64,r64/m                              | REX.W 0F 41 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 245   | 1       | cmovno            | cmovno r64,r64/m                              | REX.W 0F 41 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 246   | 0       | cmovnp            | cmovnp r16,r16/m                              | 66 0F 4B /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 246   | 1       | cmovnp            | cmovnp r16,r16/m                              | 66 0F 4B /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 247   | 0       | cmovnp            | cmovnp r32,r32/m                              | 0F 4B /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 247   | 1       | cmovnp            | cmovnp r32,r32/m                              | 0F 4B /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 248   | 0       | cmovnp            | cmovnp r64,r64/m                              | REX.W 0F 4B /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 248   | 1       | cmovnp            | cmovnp r64,r64/m                              | REX.W 0F 4B /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 249   | 0       | cmovns            | cmovns r16,r16/m                              | 66 0F 49 /r                   | reg     | r16      | r16   |        | -1      |        | false  | false  | 0   | 0        | 16       |
| 249   | 1       | cmovns            | cmovns r16,r16/m                              | 66 0F 49 /r                   | reg/mem | r16/m16  | r16   | m16    | 16      |        | false  | false  | 0   | 0        | 16       |
| 250   | 0       | cmovns            | cmovns r32,r32/m                              | 0F 49 /r                      | reg     | r32      | r32   |        | -1      |        | false  | false  | 0   | 0        | 32       |
| 250   | 1       | cmovns            | cmovns r32,r32/m                              | 0F 49 /r                      | reg/mem | r32/m32  | r32   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 251   | 0       | cmovns            | cmovns r64,r64/m                              | REX.W 0F 49 /r                | reg     | r64      | r64   |        | -1      |        | false  | false  | 0   | 0        | 64       |
| 251   | 1       | cmovns            | cmovns r64,r64/m                              | REX.W 0F 49 /r                | reg/mem | r64/m64  | r64   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
